Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
4278,8802,4675,7800000,19800000,2978,1382,4,3,69,81,B,Higher investment score and better overall value.
4279,6048,9623,22400000,13500000,1137,3262,4,4,53,90,B,Higher investment score and better overall value.
4280,4217,1175,17600000,23700000,707,1654,1,4,73,56,A,Higher investment score and better overall value.
4281,8567,4325,8200000,22600000,3704,2489,2,3,69,73,B,Higher investment score and better overall value.
4282,7339,3796,24100000,8400000,1598,2934,5,4,73,53,A,Higher investment score and better overall value.
4283,3048,5642,6600000,6400000,3256,3891,2,2,83,50,A,Higher investment score and better overall value.
4284,1859,4119,5400000,17000000,1014,1475,5,4,89,68,A,Higher investment score and better overall value.
4285,6833,4183,22800000,13200000,2613,3826,1,5,99,85,A,Higher investment score and better overall value.
4286,931,9589,9800000,14300000,2752,770,2,1,68,58,A,Higher investment score and better overall value.
4287,726,6727,21400000,13400000,2280,769,5,1,58,95,B,Higher investment score and better overall value.
4288,1443,4089,4800000,12400000,3704,3855,1,4,81,83,B,Higher investment score and better overall value.
4289,2566,9209,11500000,20800000,843,2255,2,3,51,77,B,Higher investment score and better overall value.
4290,236,3409,6000000,11600000,2078,1267,3,1,90,99,B,Higher investment score and better overall value.
4291,8629,2779,13800000,9700000,665,853,3,1,67,62,A,Higher investment score and better overall value.
4292,2289,9305,24300000,4400000,2611,1459,4,1,96,72,A,Higher investment score and better overall value.
4293,4315,9535,3900000,4200000,3681,2807,4,2,57,77,B,Higher investment score and better overall value.
4294,5462,9924,13800000,7800000,3000,1144,5,5,63,53,A,Higher investment score and better overall value.
4295,9592,6806,3900000,7900000,2484,2062,4,4,62,69,B,Higher investment score and better overall value.
4296,3875,3520,14000000,21100000,2582,2145,5,2,78,93,B,Higher investment score and better overall value.
4297,1146,8143,4300000,23000000,1900,2860,4,5,52,100,B,Higher investment score and better overall value.
4298,6843,1693,12300000,10400000,2175,2829,3,5,67,71,B,Higher investment score and better overall value.
4299,1579,121,23500000,4600000,1956,2189,1,5,57,90,B,Higher investment score and better overall value.
4300,5203,7392,10600000,16600000,2285,2632,4,3,91,95,B,Higher investment score and better overall value.
4301,3026,1486,19100000,15500000,1289,2995,5,5,74,93,B,Higher investment score and better overall value.
4302,1631,2091,8900000,5000000,2053,3845,5,4,87,93,B,Higher investment score and better overall value.
4303,8063,8073,21300000,17700000,2708,2177,2,1,70,78,B,Higher investment score and better overall value.
4304,7549,7410,22700000,4800000,1009,3113,5,1,97,94,A,Higher investment score and better overall value.
4305,6312,5657,19500000,24900000,1365,2951,4,3,63,90,B,Higher investment score and better overall value.
4306,2409,1033,21100000,21700000,2186,909,1,4,66,84,B,Higher investment score and better overall value.
4307,2597,4521,12100000,24800000,2335,1807,2,4,60,88,B,Higher investment score and better overall value.
4308,6210,6369,9700000,23400000,1282,1674,5,5,71,56,A,Higher investment score and better overall value.
4309,9669,4488,19600000,14500000,1523,3565,3,5,56,72,B,Higher investment score and better overall value.
4310,7523,2504,6700000,10800000,3922,2808,3,1,67,55,A,Higher investment score and better overall value.
4311,6247,8402,6600000,24300000,1946,2949,1,4,50,92,B,Higher investment score and better overall value.
4312,3595,5589,12900000,23700000,3607,1613,3,2,55,78,B,Higher investment score and better overall value.
4313,6359,5810,15800000,4500000,838,3721,5,2,60,100,B,Higher investment score and better overall value.
4314,1925,2932,14800000,24400000,3969,3734,3,1,70,72,B,Higher investment score and better overall value.
4315,8793,6764,17400000,24300000,1074,1885,5,3,96,50,A,Higher investment score and better overall value.
4316,6505,1480,16100000,9200000,3861,663,3,3,77,70,A,Higher investment score and better overall value.
4317,5779,2808,6400000,23800000,1786,993,4,1,53,70,B,Higher investment score and better overall value.
4318,4699,5231,4600000,5400000,1921,3221,2,1,71,91,B,Higher investment score and better overall value.
4319,7530,7578,24400000,6300000,3693,2369,3,5,54,100,B,Higher investment score and better overall value.
4320,7351,73,12800000,5200000,3532,1791,4,3,93,52,A,Higher investment score and better overall value.
4321,1264,9848,6200000,4100000,616,3822,2,2,84,86,B,Higher investment score and better overall value.
4322,1735,1644,17500000,20500000,2353,1978,1,3,78,61,A,Higher investment score and better overall value.
4323,4110,7074,10000000,15400000,3503,2712,3,3,87,97,B,Higher investment score and better overall value.
4324,3378,7752,8000000,4300000,3120,1996,4,3,83,65,A,Higher investment score and better overall value.
4325,5848,4212,13100000,6300000,3180,3026,4,1,74,61,A,Higher investment score and better overall value.
4326,3994,2638,16700000,16600000,1519,732,1,5,69,56,A,Higher investment score and better overall value.
4327,816,5712,14500000,4100000,1033,1981,1,3,90,87,A,Higher investment score and better overall value.
4328,5668,1630,13600000,15500000,2055,3938,3,1,97,75,A,Higher investment score and better overall value.
4329,2275,568,17600000,17100000,1299,1810,5,2,79,89,B,Higher investment score and better overall value.
4330,297,8751,6000000,24100000,2623,1572,5,4,67,93,B,Higher investment score and better overall value.
4331,5170,2035,16400000,5100000,2325,2652,1,3,91,83,A,Higher investment score and better overall value.
4332,2245,4886,19600000,13900000,2352,827,4,2,56,89,B,Higher investment score and better overall value.
4333,3854,7883,20600000,7900000,2711,3587,4,5,59,93,B,Higher investment score and better overall value.
4334,8061,9340,10900000,14400000,3356,708,2,2,90,74,A,Higher investment score and better overall value.
4335,9636,2979,4000000,4800000,2449,2360,2,4,61,55,A,Higher investment score and better overall value.
4336,5187,1805,6500000,22300000,847,1981,5,2,64,79,B,Higher investment score and better overall value.
4337,6115,9017,20800000,21200000,1493,981,5,1,65,63,A,Higher investment score and better overall value.
4338,9063,2139,9000000,24700000,3334,3699,1,2,98,70,A,Higher investment score and better overall value.
4339,6407,913,17500000,24700000,3674,1466,4,2,84,98,B,Higher investment score and better overall value.
4340,8377,1132,17900000,23200000,3640,1002,1,5,80,75,A,Higher investment score and better overall value.
4341,3418,1498,14500000,22300000,2608,1031,4,5,54,66,B,Higher investment score and better overall value.
4342,5371,3781,6200000,9300000,1912,1822,5,5,57,75,B,Higher investment score and better overall value.
4343,9297,2630,18800000,10700000,3115,2187,4,2,76,81,B,Higher investment score and better overall value.
4344,9713,8980,24500000,12800000,1037,3990,3,5,94,64,A,Higher investment score and better overall value.
4345,8793,5454,13400000,4800000,3696,3597,3,4,63,96,B,Higher investment score and better overall value.
4346,1849,7580,23100000,6700000,3079,2277,5,4,80,84,B,Higher investment score and better overall value.
4347,5901,4879,13900000,8100000,2873,3320,5,5,92,74,A,Higher investment score and better overall value.
4348,2221,7333,13100000,11800000,3354,1641,3,5,93,94,B,Higher investment score and better overall value.
4349,4516,8553,4600000,18500000,616,3164,4,5,73,68,A,Higher investment score and better overall value.
4350,9574,776,3900000,4600000,2778,2132,2,4,77,54,A,Higher investment score and better overall value.
4351,5550,524,19700000,19500000,3015,863,1,5,76,89,B,Higher investment score and better overall value.
4352,7875,2865,11800000,9700000,1489,3803,2,4,77,79,B,Higher investment score and better overall value.
4353,4686,9453,20100000,10500000,1438,1601,1,3,85,77,A,Higher investment score and better overall value.
4354,7870,4650,6300000,10400000,3545,711,5,4,90,83,A,Higher investment score and better overall value.
4355,3558,7479,21900000,9400000,3016,2361,1,3,71,71,A,Higher investment score and better overall value.
4356,6707,8055,5700000,4400000,714,812,1,5,85,86,B,Higher investment score and better overall value.
4357,5432,396,10000000,5400000,1204,2326,2,2,98,54,A,Higher investment score and better overall value.
4358,4613,3862,18400000,17600000,1847,3234,2,1,98,91,A,Higher investment score and better overall value.
4359,9456,86,18300000,24100000,2098,1000,1,3,76,72,A,Higher investment score and better overall value.
4360,8143,3526,11200000,3600000,3948,1784,4,2,91,69,A,Higher investment score and better overall value.
4361,9170,3622,7600000,6600000,2461,3292,3,1,91,92,B,Higher investment score and better overall value.
4362,7199,1407,19300000,16300000,3207,2206,2,1,63,92,B,Higher investment score and better overall value.
4363,3106,8714,9000000,4800000,1803,2794,3,5,53,56,B,Higher investment score and better overall value.
4364,5025,2933,24600000,23600000,2971,2575,4,4,97,98,B,Higher investment score and better overall value.
4365,9945,2978,11900000,14800000,2178,670,1,3,93,100,B,Higher investment score and better overall value.
4366,8049,7831,18400000,11300000,2348,2302,3,3,59,88,B,Higher investment score and better overall value.
4367,9476,6788,22100000,12000000,2513,2659,5,4,87,91,B,Higher investment score and better overall value.
4368,1033,662,13700000,22800000,3166,2055,3,5,92,77,A,Higher investment score and better overall value.
4369,6248,6122,23800000,4500000,888,2656,4,2,77,81,B,Higher investment score and better overall value.
4370,9403,1413,9800000,17700000,2340,2536,1,2,50,100,B,Higher investment score and better overall value.
4371,970,270,20600000,8700000,2084,3548,5,1,79,57,A,Higher investment score and better overall value.
4372,6259,8073,23500000,8800000,2922,3710,2,4,94,69,A,Higher investment score and better overall value.
4373,5228,623,18100000,13900000,756,3020,5,2,62,60,A,Higher investment score and better overall value.
4374,114,6726,15600000,3500000,2419,1450,5,2,96,83,A,Higher investment score and better overall value.
4375,6318,542,4400000,10400000,3193,1153,4,1,91,62,A,Higher investment score and better overall value.
4376,9736,4201,8300000,21800000,3277,1762,4,1,80,62,A,Higher investment score and better overall value.
4377,7325,5178,6400000,20800000,2663,2205,3,3,50,82,B,Higher investment score and better overall value.
4378,4523,7400,20200000,15600000,1382,3235,3,5,53,60,B,Higher investment score and better overall value.
4379,2779,6360,6900000,23300000,2827,3399,2,3,50,86,B,Higher investment score and better overall value.
4380,1981,5830,8700000,19000000,659,3591,1,3,97,61,A,Higher investment score and better overall value.
4381,8887,564,14600000,19500000,1251,2438,4,2,67,68,B,Higher investment score and better overall value.
4382,6491,4687,5500000,22600000,1458,2123,1,3,64,93,B,Higher investment score and better overall value.
4383,4623,6368,5900000,3600000,3417,2194,5,3,90,50,A,Higher investment score and better overall value.
4384,1839,4703,13300000,14000000,2976,3412,3,1,99,64,A,Higher investment score and better overall value.
4385,7503,2433,24800000,14300000,828,3191,1,2,66,66,A,Higher investment score and better overall value.
4386,9494,2311,17600000,8600000,920,3797,3,2,74,98,B,Higher investment score and better overall value.
4387,5795,6052,19200000,9600000,2128,3404,3,3,67,74,B,Higher investment score and better overall value.
4388,6375,8338,6700000,16700000,1303,3056,2,2,99,61,A,Higher investment score and better overall value.
4389,6335,4400,19300000,23800000,3187,1294,2,2,51,99,B,Higher investment score and better overall value.
4390,4620,8114,24100000,13700000,3440,2154,4,4,75,52,A,Higher investment score and better overall value.
4391,7074,8991,19200000,9600000,3554,1574,5,3,65,60,A,Higher investment score and better overall value.
4392,6857,9992,19700000,24500000,1966,2400,5,5,86,80,A,Higher investment score and better overall value.
4393,9370,9354,17700000,7100000,3609,3300,4,4,93,92,A,Higher investment score and better overall value.
4394,3577,5119,17700000,20200000,1549,2601,4,3,80,61,A,Higher investment score and better overall value.
4395,6815,2477,22900000,19500000,1926,649,2,2,72,90,B,Higher investment score and better overall value.
4396,2347,3116,11100000,15500000,2438,1508,3,1,83,98,B,Higher investment score and better overall value.
4397,4736,3160,19100000,24400000,3635,2346,3,1,83,97,B,Higher investment score and better overall value.
4398,7047,2269,5600000,18400000,2361,2505,2,4,97,51,A,Higher investment score and better overall value.
4399,4165,8661,18200000,12000000,1211,3918,2,4,99,94,A,Higher investment score and better overall value.
4400,2126,8715,14500000,15200000,1662,769,4,4,67,95,B,Higher investment score and better overall value.
4401,7810,3135,18000000,18000000,898,1159,1,1,100,50,A,Higher investment score and better overall value.
4402,2191,4451,14300000,7000000,1622,991,3,1,53,54,B,Higher investment score and better overall value.
4403,2453,1612,7800000,3700000,3218,1376,3,2,77,96,B,Higher investment score and better overall value.
4404,3502,889,19400000,4600000,2302,2048,4,1,65,50,A,Higher investment score and better overall value.
4405,8717,6191,21600000,20700000,1862,1675,4,1,76,87,B,Higher investment score and better overall value.
4406,3948,3199,13400000,11600000,3938,3256,5,4,88,70,A,Higher investment score and better overall value.
